City,Point of Interest,Review,Adventure & Outdoors,Spiritual,Nature & Retreat,Isolated or Hippie,Heritage,Travel & Learn,Social Tourism (Volunteer & Travel),Nightlife & Events,Shopping,Compound score
Rishikesh,Ram Jhula,locact green foot hill rishikesh ramjhula big attract tourist noth hang bridg sacr reiver gang river swargashram gita bhavan excel place piec spiritu lover gita bhawan excel religi point view book gita press,0,0,1,0,1,0,0,0,0,0.9531000000000001
Agra,Agra Fort,anoth import architectur miss agra agra fort creat centuri salut king brain behind piec uniqu disguis area provid escap rout king troop,0,0,1,0,1,0,0,0,0,0.42345
Rishikesh,Triveni Ghat,visit place week back hund peopl peopl gather evryday sunset aarti start sun set larg group saffron clad sannyasi hail mother ganga sacr chant larg size diya wonder treat eye live ganga vandan perform thend aarti whoch lass around minut prasad distribut visitor ganga rather thin clean spite larg number peopl gather everi day ghat well approach road ghat spic span respect shown river ganga visitor worth special mention though nobodi prevent everi put shoe dip feet river go near place aarti perform,0,1,0,0,1,0,0,0,0,0.94425
Agra,Agra Fort,agra fort icon set palac set fortress rd fort palac open public part occupi arm forc,0,0,1,0,1,0,0,0,0,0.5
Pushkar,Pushkar Lake,famili visit pushkar lake heard lake much high depress see poor condit water lake much dirti full garbag hesit take touch due religi point view touch came back see lord brahma templ like see again,1,1,1,0,1,0,0,0,0,0.20705
Agra,Agra Fort,sever time agra fort alway worth anoth visit alway seem find anoth secret place miss last visit,0,0,1,0,1,0,0,0,0,0.5386
Agra,Diwan-i-Am Agra Fort,sever beauti structur agra fort harmoni architectur mani fine detail admir,0,0,0,0,1,0,0,0,0,0.60115
Agra,Mehtab Bagh,time year great period soak sun mehtab bagh enjoy beauti view taj numer area click gorgeous pictur tri differ angl profession photograph entranc fee much restaur close garden serv delight vegetarian snack especi even,0,0,1,0,1,0,0,0,0,0.97255
Rishikesh,Triveni Ghat,love atmospher holi time,0,1,1,0,1,0,0,0,0,0.81845
Agra,Agra Fort,agra fort icon set palac set fortress rd fort palac open public part occupi arm forc,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Lakshman Jhula,depend time day visit jhula massiv hammock swing bridg would recommend visit earli morn special summer day hear wind blow sound water bird feel sunris obvious possibl reach sunris tell person experi mesmer tri share experi,0,0,1,0,1,0,0,0,0,0.87895
Pushkar,Brahma Temple,suppos brahma templ truli uniqu ambienc good place feel charg posit energi spiritu glorious shrine beauti place,0,1,1,0,1,0,0,0,0,0.8982
Pushkar,Pushkar Lake,happi visit lake tour group visit earli even nice peac mani peopl good guid,1,1,1,0,1,0,0,0,0,0.8453999999999999
Agra,Mehtab Bagh,holiday agra visit beauti well maintain mughal garden locat bank river yamuna grand taj mahal locat river visit taj mahal morn came sunset admir beauti taj opposit side garden lot tree criss cross walkway canal sat garden hour enjoy mesmer view wonder call taj mahal garden open pm entranc ticket price rupe indian rupe foreign,0,0,1,0,1,0,0,0,0,0.9375
Agra,Agra Fort,builder taj shah jahan live wonder histor build go special room shah live dispos son shah spent rest life look taj,0,0,1,0,1,0,0,0,0,0.70095
Pushkar,Pushkar Lake,pushkar known lake mythology valu take time visit place enjoy histori visit brahma templ countri,0,1,1,0,1,0,0,0,0,0.74695
Mussoorie,Lal Tibba,husband went hike instead take car enjoy u go hike dn drive noth japanes binocular view mussoori town yamunotri gangotri n himalayan rang better hike feel natur,0,0,1,0,0,0,0,0,0,0.86345
Agra,Agra Fort,realli great fort see enjoy time get insight peopl built taj mahal see fort hour well worth visit great view taj,0,0,1,0,1,0,0,0,0,0.96855
Agra,Agra Fort,besid histori place best thing agra fort best place offer view taj mahal afar good place long rang photographi,0,0,1,0,1,0,0,0,0,0.9531000000000001
Pushkar,Pushkar Lake,head misti lake could hear communiti play music even watch local take even bath comfort cultur space,0,1,1,0,1,0,0,0,0,0.7997000000000001
Agra,Agra Fort,great time visit agra fort,0,0,1,0,1,0,0,0,0,0.81245
Pushkar,Pushkar Lake,pushkar lake calm place go relax watch ordinari life local go ghat wear shoe photographi prohibit everyon take pictur anyway take walk around cow pigeon peopl swim lake,1,1,1,0,1,0,0,0,0,0.81845
Agra,Agra Fort,place must visit agra taj mahal visit agra fort ticket inr person tax u visit taj mahal day place pay inr must show ticket taj mahal place big realli strict like taj mahal coz bring food candi blablabla,0,0,1,0,1,0,0,0,0,0.6366
Agra,Diwan-i-Am Agra Fort,love site wish time explor hour enough take time lot beauti nook cranni taj site agra almost explanatori info homework first go hire expens guid cheap one wont help,0,0,1,0,1,0,0,0,0,0.8425
Agra,Agra Fort,step back time masculin type fort,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,taj mahal clear draw crowd agra fort definit worth visit entranc fee foreign time charg indian nation might feel bit aggriev dont rupe small price pay visit mani unesco world heritag site india,0,0,1,0,1,0,0,0,0,0.7383500000000001
Agra,Agra Fort,fort quit well maintain beauti enter problem foul smell bat drop,0,0,1,0,1,0,0,0,0,0.29905000000000004
Agra,Agra Fort,fort realli cool neat artifact sign give great littl detail stori place,0,0,1,0,1,0,0,0,0,0.9277500000000001
Rishikesh,Lakshman Jhula,jhula help connect part rishikesh separ mighti ganga take bike car,0,0,1,0,1,0,0,0,0,0.70095
Rishikesh,The Beatles Ashram,ashram gateway lion preserv littl remain beatl visit cool sit insid pod said lennon wrote revolut dilapid cement barn worthi visit camera action beatl maharaja graffiti must see rishikesh budget minut easi hike laxman julha bewar rupe admiss cost,0,1,1,0,0,0,0,0,0,0.6591
Agra,Agra Fort,visit agra fort last week red fort delhi like fort structur,0,0,1,0,1,0,0,0,0,0.6806
Agra,Tomb of Itimad-ud-Daulah,im happi went enjoy casual less frantic natur place wouldnt say impress taj said said yes add list place visit agra,0,0,1,0,1,0,0,0,0,0.69965
Mussoorie,Kempty Falls,almost took min reach kempti fall mall road place crowd sure enjoy even hear sound water fall must visit place group boy actual enjoy chill bath,1,0,1,0,0,0,0,0,0,0.9097
Mussoorie,Kempty Falls,osm place enjoy beauti natur go friend famili well activ avail nearbi well,0,0,1,0,0,0,0,0,0,0.93125
Agra,Tomb of Itimad-ud-Daulah,outsid anoth wonder exampl art architectur insid quit interest sinc tomb first mughal structur built total marbl,0,0,0,0,1,0,0,0,0,0.7294
Agra,Agra Fort,time get far view taj mahal visit taj,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,triveni ghat rishikesh special place whether prefer immers great ganga night quiet morn you,0,1,0,0,1,0,0,0,0,0.88915
Agra,Tomb of Itimad-ud-Daulah,love littl comparison gem easili visit combin metab bagh beauti situat along river,0,0,0,0,1,0,0,0,0,0.81845
Agra,Agra Fort,went hindi sound light show th april overal show okay patch delhi old fort one various citi rajasthan still quit good voic naseeruddin shah diction pronunci immacul rendit whole commentari effect could better bad,0,0,1,0,1,0,0,0,0,0.74695
Agra,Agra Fort,happi chose see fort taj built first there tremend amount interest histori various emperor resid wall includ th sat tower lock away watch taj creation built see taj teas balconi easi imagin royal member gaze land taj built best fort ive visit india,0,0,1,0,1,0,0,0,0,0.93125
Agra,Tomb of Itimad-ud-Daulah,crowd taj mahl inist taken place overlook mani visitor guid happi ask viwit treat call small taj mahal amaz,0,0,1,0,1,0,0,0,0,0.70095
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,pleasant surpris attend tear joy peac time remain seat whole time step arriv bit earli sit step,0,1,1,0,1,0,0,0,0,0.8982
Agra,Wildlife SOS,learn lot eleph anim live captiv india import protect impressiv learn engag success guy work wildlif sos,0,0,1,0,0,0,0,0,0,0.8714999999999999
Agra,Agra Fort,besid poverti corrupt india someth make go back see love histor place,0,0,1,0,1,0,0,0,0,0.81845
Agra,Sheesh Mahal,agra fort huge mani stun place cant even imagin sheesh mahal mirror palac live exampl art work architectur built centuri ago without use modern day techniqu great,0,0,1,0,1,0,0,0,0,0.8753
Agra,Agra Fort,agra fort icon set palac set fortress rd fort palac open public part occupi arm forc,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Lakshman Jhula,beauti place go walk visit templ good place meditataion enjoy watch raft peopl river ganga laxman jhula construct ganga river lot monkey awar thing carri pleas plastic bag wonder place visit rishikesh,0,0,1,0,1,0,0,0,0,0.86345
Mussoorie,Kempty Falls,place kempti fall hype spot valu money went taxi charg place wast money us pleas skip come short time,1,0,1,0,0,0,0,0,0,0.5
Agra,Agra Fort,necessari pay admiss fort see enter instead guid took us around outsid tour pretti go earli day unbear hot,0,0,1,0,1,0,0,0,0,0.44865
Rishikesh,Triveni Ghat,near fresh ganga flow nearbi aarti start dark enough even most pm summer awesom watch aarti say better haridwar less crowd u get spritual satisfact,0,1,0,0,1,0,0,0,0,0.81845
Rishikesh,Gita Bhavan,gita bhavan near ram jhula bank river ganaga book stall ayurved shop etc set here,0,0,1,0,1,0,0,0,0,0.39885
Agra,Agra Fort,realli great fort see enjoy time get insight peopl built taj mahal see fort hour well worth visit great view taj,0,0,1,0,1,0,0,0,0,0.96855
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
Agra,Wildlife SOS,organ done much help eleph rescu mistreat labor circus eleph given good care facil simpl coupl hour enough tour eleph see video best contact ahead time reserv tour,0,0,1,0,0,0,0,0,0,0.9593
Agra,Mehtab Bagh,ban river yamuna good garden beauti collect flower enjoy friend fun,0,0,1,0,1,0,0,0,0,0.9200999999999999
Agra,Sheesh Mahal,amaz place mughal queen princess use chang dress makeup room room use winter time might use bath imperi women mirro bought aleppo syria,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,beauti place see real architectur piec mughal era undoubt see agra fort onli,0,0,1,0,1,0,0,0,0,0.5
Agra,Wildlife SOS,amaz organ truli best help protect amaz indian wildlif spent week work inspir staff knowledg passion area strong recommend visit support great caus,0,0,1,0,0,0,0,0,0,0.9876499999999999
Agra,Tomb of Itimad-ud-Daulah,would recommend see anyth agra see taj mahal,0,0,1,0,1,0,0,0,0,0.6806
Agra,Sheesh Mahal,short step encount amaz architectur like item see agra fort need let go explor take corner encount,0,0,1,0,1,0,0,0,0,0.6806
Agra,Mother Teresa's Missionaries of Charity,everon go help poor peopl went book appoint sister greet us show us place clean organ accept everyth new use help god help you,0,1,0,0,0,0,0,0,0,0.9568
Pushkar,Brahma Temple,newish build ancient site go see long line pilgrim vener ancient imag brahma set otherwis unremark templ line longish busi travel time idol surround sterl silver bas relief cours fresh garland daili move simplic,0,1,1,0,1,0,0,0,0,0.82985
Agra,Tomb of Itimad-ud-Daulah,call babi taj,0,0,0,0,1,0,0,0,0,0.5
Agra,Agra Fort,went agra fort way delhi heritag site realli visit feel it,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Triveni Ghat,enjoy beauti gang unpollut bluish green enjoy aarti less crowd haridwar host adventur sport like river raft etc enjoy templ religi palac dot there,0,0,1,0,1,0,0,0,0,0.9511000000000001
Agra,Bageshwarnath Temple,bageshwarnath templ locat agra peac devot spiritu place must visit templ got nice darshan,0,1,1,0,1,0,0,0,0,0.71075
Agra,Agra Fort,impress locat easili spend morn wonder around would recommend hire guid take round site shame becuas agra popul see taj mahal,0,0,1,0,1,0,0,0,0,0.6591
Mussoorie,Kempty Falls,good warer fall facil go rope way well local shope market fall keep go climb fall,1,0,1,0,0,0,0,0,0,0.8062
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Camel's Back Road,delight easi walk around kms level around ridg easi find direct local love tree outlook onto mountain due time year cloud cover visibl limit get see foothil himalaya want must stay near by,0,0,1,0,0,0,0,0,0,0.9277500000000001
Agra,Agra Fort,beauti place see real architectur piec mughal era undoubt see agra fort onli,0,0,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,like marvel construct king moghul superb place see variat design red sandston white marbl,0,0,1,0,1,0,0,0,0,0.9277500000000001
Agra,Dayal Bagh,admir beauti man made beauti special hand carv everyth beauti stand mesmeris,0,0,1,0,1,0,0,0,0,0.8548
Agra,Jama Masjid (Agra),mosqu fabul peopl outsid bit brusqu take shoe look wont get back without pay tip,0,0,1,0,1,0,0,0,0,0.5381
Agra,Wildlife SOS,visit well worth effort especi combin fatehpur sikri hire car driver bear well care guid friend inform realli close encount bear use human despit previous ill treatment wonder experi miss refresh chang view dusti monument see chariti action first hand,0,0,1,0,1,0,0,0,0,0.9417
Agra,Agra Fort,time get far view taj mahal visit taj,0,0,1,0,1,0,0,0,0,0.5
Mussoorie,Tibetan Buddhist Temple,take time tight offici schedul dehradun prefer visit templ sunday even plus km place pf stay,0,1,1,0,1,0,0,0,0,0.5
Agra,Agra Fort,majest fort much older famous red fort delhi fact model delhi fort,0,0,1,0,1,0,0,0,0,0.5
Agra,Mother Teresa's Missionaries of Charity,place look orphan abandon babi beggar abandon parent heartwarm experi amaz achiev inspir humbl,0,1,0,0,0,0,1,0,0,0.14984999999999998
Agra,Mehtab Bagh,grand reveal us taj mahal hit us way,0,0,1,0,1,0,0,0,0,0.7294
Agra,Agra Fort,fort beauti although foreign pay utter disgrac im sure sabotag child tri pick pocket polic heavi number fort approach hassl least peopl tri sell tat gorgeous place well worth visit,0,0,1,0,1,0,0,0,0,0.92405
Pushkar,Pushkar Lake,import mytholog place india myth god brahma start creatiobn univers take holi dip lake famous lake rajasthan worth visit,1,1,1,0,1,0,0,0,0,0.7294
Mussoorie,Lal Tibba,road narrow car go time recommend visit place got stuck middl car revers car degre inclin road,0,0,1,0,0,0,0,0,0,0.5640000000000001
Agra,Agra Fort,beauti less crowd taj histori interest hire guid get audio tour,0,0,1,0,1,0,0,0,0,0.7294
Agra,Dayal Bagh,current close vistor visit earlier architectur great marbl work fantast must visit,0,0,1,0,1,0,0,0,0,0.81245
Agra,Agra Fort,enjoy walk around fort speak peopl fort huge amaz,0,0,1,0,1,0,0,0,0,0.83525
Agra,Agra Fort,agra fort know start describ huge beauti fort,0,0,1,0,1,0,0,0,0,0.6591
Agra,Sheesh Mahal,beauti site insid agra fort,0,0,0,0,1,0,0,0,0,0.5
Agra,Agra Fort,enjoy site expect gave us insight life india royalti includ visit apart multipl spous excel photo op various level beauti garden,0,0,1,0,1,0,0,0,0,0.86755
Agra,Agra Fort,agra fort icon set palac set fortress rd fort palac open public part occupi arm forc,0,0,1,0,1,0,0,0,0,0.5
Rishikesh,Gita Bhavan,outstand jalebi kachori morn grumpi staff hell lend charact,0,0,1,0,1,0,0,0,0,0.15960000000000002
Agra,Agra Fort,definit miss agra tumultu histori associ view offer taj mahal side yamuna,0,0,1,0,1,0,0,0,0,0.42345
Rishikesh,Triveni Ghat,view simpli mesmer great gang flow majest front templ set couldnt better small microcosm univers assembl grace ghat river get see peopl differ part countri univers well great experi ghat kept clean worth appreci messag deliv aarti nobl exhort pledg keep ganga clean,0,1,1,0,1,0,0,0,0,0.9758
